time,pressure,temperature,humidity,gyro_x,gyro_y,gyro_z,uv_index,ir_light,visible_light,eco2,tvoc,rawh2,rawethanol,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,latitude,longitude,altitude,speed,course
2021-03-27 13:16:42,101.54,26.52,-62.88,3.05,3.91,0.12,6.87,11952.0,1539.0,432.0,13.0,15138.0,19244.0,-0.22,-0.05,0.93,34.14,41.52,-37.7,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:44,101.54,26.67,-62.91,0.06,0.06,-0.55,6.88,11934.0,1541.0,431.0,13.0,15136.0,19250.0,-0.11,-0.06,1.0,34.11,40.76,-36.6,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:46,101.54,26.76,-62.96,-0.37,0.31,-0.31,6.89,11959.0,1543.0,434.0,12.0,15133.0,19247.0,-0.12,-0.03,1.0,34.09,41.39,-36.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:47,101.53,26.76,-63.18,-0.24,0.43,-0.31,6.86,11920.0,1538.0,433.0,7.0,15137.0,19252.0,-0.12,-0.03,0.99,33.96,41.52,-36.6,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:49,101.55,26.6,-63.08,-0.06,0.37,0.85,6.87,11916.0,1540.0,441.0,17.0,15132.0,19249.0,-0.12,-0.05,1.0,34.34,42.18,-37.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:51,101.54,26.63,-63.05,-0.12,0.49,-0.55,6.78,11822.0,1522.0,441.0,12.0,15131.0,19257.0,-0.12,-0.05,0.99,35.11,40.93,-37.2,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:53,101.54,26.6,-63.46,-0.24,0.49,-0.49,6.79,11831.0,1525.0,436.0,10.0,15135.0,19251.0,-0.12,-0.03,0.99,35.18,40.2,-37.2,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:54,101.54,26.52,-63.37,-0.37,0.49,-0.49,6.8,11855.0,1527.0,435.0,11.0,15136.0,19250.0,-0.12,-0.03,0.99,35.89,40.48,-35.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:56,101.53,26.54,-63.4,-0.18,0.55,-0.37,6.78,11821.0,1522.0,429.0,5.0,15139.0,19252.0,-0.12,-0.03,0.99,35.78,41.04,-36.7,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:16:59,101.55,26.52,-63.46,-0.31,0.31,-0.24,6.8,11840.0,1526.0,430.0,11.0,15137.0,19244.0,-0.12,-0.03,1.0,35.56,40.63,-37.2,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:01,101.55,26.65,-63.35,-9.77,-2.14,39.06,6.63,11801.0,1495.0,436.0,12.0,15130.0,19249.0,-0.14,-0.13,1.01,37.26,39.16,-37.1,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:03,101.55,26.71,-64.56,-0.18,0.31,-0.55,6.29,11280.0,1430.0,445.0,11.0,15129.0,19252.0,-0.12,-0.03,1.0,42.2,32.91,-37.8,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:04,101.59,26.82,-66.29,-0.24,0.49,-0.31,6.29,11277.0,1431.0,466.0,11.0,15110.0,19246.0,-0.12,-0.03,1.0,41.92,33.31,-36.2,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:06,101.59,26.86,-66.28,-0.24,0.49,-0.43,6.27,11260.0,1428.0,474.0,17.0,15107.0,19249.0,-0.12,-0.03,1.0,41.97,32.79,-37.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:08,101.59,26.97,-66.21,-0.12,0.49,-0.31,6.29,11283.0,1431.0,472.0,14.0,15106.0,19245.0,-0.12,-0.03,1.0,41.91,32.47,-36.4,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:11,101.59,26.93,-66.32,-0.31,0.37,-0.31,6.27,11269.0,1428.0,428.0,12.0,15139.0,19261.0,-0.12,-0.03,1.0,41.64,32.6,-38.5,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:13,101.59,26.89,-66.35,-0.24,0.43,-0.24,6.29,11280.0,1428.0,409.0,4.0,15153.0,19257.0,-0.12,-0.03,1.0,42.04,32.59,-37.8,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:14,101.59,26.93,-66.32,-0.49,0.43,-0.24,6.29,11292.0,1431.0,401.0,8.0,15153.0,19261.0,-0.12,-0.03,1.0,41.2,33.47,-37.1,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:16,101.59,26.76,-66.37,-0.31,0.43,-0.24,6.26,11257.0,1426.0,403.0,3.0,15155.0,19262.0,-0.12,-0.03,1.0,42.33,32.74,-38.4,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:17,101.59,26.78,-66.36,-0.31,0.43,-0.31,6.3,11278.0,1432.0,410.0,1.0,15148.0,19262.0,-0.12,-0.03,1.0,42.19,32.91,-36.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:18,101.59,26.8,-66.32,-0.18,0.43,-0.43,6.29,11282.0,1431.0,421.0,13.0,15135.0,19260.0,-0.12,-0.03,1.0,41.6,33.59,-36.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:20,101.59,26.84,-66.36,-0.24,0.43,-0.43,6.28,11250.0,1429.0,432.0,13.0,15136.0,19254.0,-0.12,-0.03,1.0,41.94,33.08,-39.3,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:23,101.58,26.86,-66.31,-0.37,0.37,-0.31,6.29,11260.0,1430.0,430.0,9.0,15141.0,19255.0,-0.12,-0.03,1.0,41.82,32.76,-39.2,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:26,101.59,26.82,-66.32,-0.31,0.37,-0.24,6.29,11277.0,1430.0,424.0,12.0,15142.0,19263.0,-0.12,-0.03,1.0,41.97,32.58,-36.8,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:28,101.59,26.82,-66.31,-0.24,0.55,-0.31,6.27,11254.0,1428.0,425.0,12.0,15136.0,19253.0,-0.12,-0.03,1.0,41.77,32.28,-38.3,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:30,101.59,26.71,-66.31,-0.37,0.24,-0.37,6.27,11267.0,1428.0,414.0,4.0,15145.0,19260.0,-0.12,-0.03,0.99,41.82,32.7,-37.8,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:33,101.59,26.47,-66.45,-0.24,0.43,-0.31,6.28,11263.0,1429.0,401.0,2.0,15158.0,19269.0,-0.12,-0.03,0.99,41.91,32.58,-38.1,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:36,101.57,26.28,-66.43,-0.37,0.43,-0.37,6.26,11258.0,1426.0,400.0,1.0,15164.0,19263.0,-0.12,-0.03,0.99,42.26,33.04,-37.6,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:38,101.59,26.26,-66.48,-0.31,0.24,-0.24,6.27,11264.0,1428.0,400.0,0.0,15170.0,19274.0,-0.12,-0.03,0.99,41.78,31.97,-37.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:40,101.59,26.24,-66.47,-0.31,0.55,-0.31,6.28,11261.0,1429.0,400.0,0.0,15171.0,19276.0,-0.12,-0.03,1.0,41.81,32.19,-37.8,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:43,101.59,26.28,-66.45,-0.37,0.43,-0.49,6.27,11252.0,1427.0,400.0,2.0,15164.0,19267.0,-0.12,-0.03,1.0,41.43,32.62,-38.1,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:44,101.59,26.24,-66.41,-0.37,0.49,-0.49,6.26,11245.0,1426.0,400.0,0.0,15188.0,19284.0,-0.12,-0.03,1.0,42.83,32.91,-36.8,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:46,101.57,26.22,-66.42,-0.24,0.43,-0.43,6.29,11276.0,1430.0,400.0,0.0,15204.0,19293.0,-0.12,-0.04,0.99,41.82,33.08,-37.3,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:48,101.59,26.06,-66.5,-0.18,0.43,-0.18,6.27,11259.0,1427.0,400.0,0.0,15215.0,19296.0,-0.12,-0.03,0.99,42.1,32.84,-38.6,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:50,101.59,26.02,-66.46,-0.31,0.37,-0.24,6.26,11262.0,1426.0,400.0,0.0,15205.0,19300.0,-0.12,-0.03,0.99,42.09,32.4,-37.3,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:52,101.59,25.91,-66.45,-0.31,0.49,-0.43,6.28,11260.0,1429.0,400.0,0.0,15205.0,19300.0,-0.12,-0.03,0.99,41.89,32.54,-39.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:54,101.59,25.83,-66.46,-0.18,0.55,-0.24,6.28,11279.0,1429.0,400.0,0.0,15211.0,19309.0,-0.12,-0.03,0.99,42.29,33.09,-37.5,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:57,101.58,25.83,-66.46,-0.37,0.43,-0.24,6.28,11276.0,1428.0,400.0,0.0,15211.0,19309.0,-0.12,-0.03,0.99,42.24,32.43,-37.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:17:59,101.59,25.83,-66.54,-0.43,0.55,-0.37,6.29,11286.0,1430.0,400.0,0.0,15224.0,19317.0,-0.12,-0.03,0.99,42.1,32.03,-38.3,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:01,101.58,25.68,-66.56,-0.37,0.37,-0.43,6.28,11271.0,1424.0,400.0,0.0,15222.0,19322.0,-0.12,-0.03,0.99,41.94,32.6,-38.9,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:02,101.59,25.61,-66.39,-0.37,0.37,-0.55,6.26,11258.0,1425.0,400.0,0.0,15209.0,19321.0,-0.12,-0.03,0.99,42.18,31.96,-37.7,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:04,101.59,25.59,-66.48,-0.31,0.55,-0.31,6.29,11270.0,1430.0,400.0,0.0,15212.0,19323.0,-0.12,-0.03,0.99,42.72,32.78,-36.6,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:05,101.58,25.42,-66.52,-0.31,0.31,-0.37,6.27,11272.0,1428.0,400.0,0.0,15214.0,19326.0,-0.12,-0.03,0.99,42.76,32.03,-39.2,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:06,101.59,25.33,-66.54,-0.31,0.55,-0.18,6.26,11261.0,1426.0,400.0,0.0,15219.0,19331.0,-0.12,-0.03,0.99,41.86,32.23,-36.7,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:09,101.59,25.26,-66.46,-0.49,0.43,-0.49,6.26,11256.0,1425.0,400.0,0.0,15224.0,19332.0,-0.12,-0.03,0.99,42.97,31.64,-38.1,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:10,101.59,25.22,-66.49,-0.43,0.24,-0.43,6.25,11244.0,1424.0,400.0,0.0,15225.0,19344.0,-0.12,-0.03,0.99,42.75,31.97,-37.3,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:18:12,101.58,25.13,-66.51,-0.43,0.37,-0.37,6.26,11251.0,1425.0,400.0,0.0,15222.0,19340.0,-0.12,-0.03,1.0,42.31,32.34,-37.4,0.0,0.0,0.0,0.0,0.0
