('time,pressure,temperature,'humidity,gyro_x,gyro_y,gyro_z,uv_index,ir_light,visible_light,eco2,tvoc,rawh2,rawethanol,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,latitude,longitude,altitude,speed,course,acc,gyro,mag),
('2021-03-27 15:19:37.787813',101.55,25.2,-40.37,-0.43,0.31,-0.24,6.3,10942.0,1432.0,400.0,35.0,15212.0,19296.0,-0.14,-0.03,0.97,10.55,40.64,-32.0,44.26104125,26.002429269999997,105.9,0.0,66.7,0.9805100713,0.581893461,52.79121234),
('2021-03-27 15:19:39.487978',101.56,25.16,-40.23,-0.37,0.24,0.0,6.29,10927.0,1430.0,400.0,28.0,15223.0,19308.0,-0.14,-0.03,0.97,10.22,40.8,-34.0,44.26104129,26.00242928,105.9,0.0,66.7,0.9805100713,0.4410215414,54.08408638),
('2021-03-27 15:19:41.148412',101.56,25.07,-40.21,-0.37,0.37,-0.24,6.3,10955.0,1433.0,400.0,26.0,15228.0,19309.0,-0.14,-0.03,0.97,10.73,39.97,-32.1,44.26104125,26.00242926,105.9,0.0,66.7,0.9805100713,0.5756735186,52.37503031),
('2021-03-27 15:19:43.234327',101.56,24.94,-40.31,-0.31,0.43,-0.43,6.3,10941.0,1432.0,400.0,19.0,15236.0,19324.0,-0.14,-0.03,0.98,10.51,40.15,-34.4,44.261041320000004,26.0024293,105.9,0.0,66.7,0.990403958,0.6825686779,53.90586796),
('2021-03-27 15:19:45.354407',101.56,25.13,-40.34,-0.37,0.37,-0.37,6.3,10951.0,1433.0,400.0,16.0,15230.0,19324.0,-0.14,-0.03,0.97,10.9,41.1,-32.5,44.26104126999999,26.00242926,105.9,0.0,66.7,0.9805100713,0.6408587988,53.51887518),
('2021-03-27 15:19:48.539492',101.55,25.14,-40.21,-0.24,0.37,-0.37,6.29,10942.0,1431.0,400.0,8.0,15239.0,19336.0,-0.14,-0.03,0.98,10.71,40.47,-32.4,44.26104136,26.00242932,105.9,0.0,66.7,0.990403958,0.5756735186,52.93661304),
('2021-03-27 15:19:50.629162',101.57,25.13,-40.05,-0.55,0.37,-0.12,6.29,10924.0,1431.0,400.0,7.0,15229.0,19331.0,-0.14,-0.04,0.98,10.39,40.15,-32.2,44.26104136,26.002429310000004,105.9,0.0,66.7,0.9907572861,0.6736467917,52.50537687),
('2021-03-27 15:19:56.974278',101.56,25.11,-39.95,-0.37,0.43,-0.37,6.28,10910.0,1429.0,400.0,14.0,15224.0,19327.0,-0.14,-0.03,0.98,10.6,40.91,-33.5,44.26104129,26.0024293,106.0,0.0,66.7,0.990403958,0.6772739475,53.92808267),
('2021-03-27 15:20:00.089330',101.57,25.13,-39.87,-0.43,0.37,-0.37,6.29,10925.0,1430.0,400.0,10.0,15219.0,19331.0,-0.14,-0.03,0.98,10.79,40.39,-32.8,44.26104144,26.00242938,106.0,0.0,66.7,0.990403958,0.6772739475,53.13770977),
('2021-03-27 15:20:17.208865',101.56,25.11,-40.06,-0.31,0.31,-0.37,6.29,10934.0,1431.0,400.0,8.0,15218.0,19343.0,-0.14,-0.03,0.97,10.51,41.16,-33.3,44.26104153,26.002429430000003,106.0,0.0,66.7,0.9805100713,0.5736723804,53.97680706),
('2021-03-27 15:20:20.239336',101.56,24.98,-39.93,-0.31,0.43,-0.18,6.3,10938.0,1432.0,400.0,8.0,15223.0,19340.0,-0.14,-0.03,0.98,10.16,40.64,-33.0,44.26104323,26.00243077,106.3,0.0,66.7,0.990403958,0.5598214001,53.32762136),
('2021-03-27 15:20:23.164397',101.56,24.96,-40.14,-0.37,0.43,-0.06,6.29,10936.0,1431.0,400.0,5.0,15244.0,19358.0,-0.14,-0.03,0.98,10.27,40.49,-32.9,44.26104333999999,26.002430869999998,106.3,0.0,66.7,0.990403958,0.5704384279,53.17257752),
('2021-03-27 15:20:26.089025',101.57,25.03,-39.9,-0.49,0.43,-0.37,6.3,10940.0,1432.0,400.0,1.0,15229.0,19347.0,-0.14,-0.03,0.98,10.84,40.48,-33.7,44.26104332,26.002430920000002,106.3,0.0,66.7,0.990403958,0.7495998933,53.77570083),
('2021-03-27 15:20:30.623939',101.56,25.11,-39.95,-0.31,0.49,-0.18,6.28,10926.0,1429.0,400.0,0.0,15228.0,19355.0,-0.14,-0.03,0.98,10.67,40.83,-34.3,44.261043300000004,26.00243096,106.2,0.0,66.7,0.990403958,0.6071243695,54.38223791),
('2021-03-27 15:20:33.518452',101.56,25.09,-39.91,-0.31,0.37,-0.37,6.29,10932.0,1430.0,400.0,1.0,15226.0,19360.0,-0.14,-0.03,0.98,10.5,40.64,-34.4,44.261043220000005,26.00243093,106.2,0.0,66.7,0.990403958,0.608194048,54.26987746),
('2021-03-27 15:20:36.414344',101.56,25.07,-39.99,-0.43,0.31,-0.24,6.27,10913.0,1428.0,400.0,0.0,15227.0,19352.0,-0.14,-0.03,0.97,11.33,39.62,-33.9,44.261043040000004,26.002430800000003,106.2,0.0,66.7,0.9805100713,0.581893461,53.36031578),
('2021-03-27 15:20:38.564184',101.56,24.9,-39.99,-0.43,0.55,-0.24,6.29,10926.0,1431.0,400.0,0.0,15233.0,19347.0,-0.14,-0.03,0.98,10.51,39.86,-32.8,44.26104303,26.002430800000003,106.2,0.0,66.7,0.990403958,0.738241153,52.67940489),
('2021-03-27 15:20:53.359208',101.56,24.9,-39.94,-0.37,0.31,-0.31,6.27,10905.0,1428.0,400.0,0.0,15241.0,19359.0,-0.14,-0.03,0.98,10.91,40.06,-33.1,44.26104134,26.00242988,105.9,0.0,66.7,0.990403958,0.5736723804,53.09841523),
('2021-03-27 15:20:55.479407',101.57,24.83,-39.8,-0.31,0.31,-0.24,6.26,10902.0,1426.0,400.0,0.0,15241.0,19354.0,-0.14,-0.03,0.98,10.58,39.82,-34.5,44.261041240000004,26.002429860000003,105.8,0.0,66.7,0.990403958,0.49979996,53.73842945),
('2021-03-27 15:21:04.584074',101.56,24.98,-39.84,-0.31,0.49,-0.43,6.27,10916.0,1427.0,400.0,0.0,15227.0,19358.0,-0.14,-0.03,0.98,10.95,40.17,-33.4,44.26104061,26.00242996,105.8,0.0,66.7,0.990403958,0.7218725649,53.37688076),
('2021-03-27 15:21:07.513572',101.56,25.07,-39.81,-0.24,0.31,-0.12,6.29,10919.0,1430.0,400.0,0.0,15222.0,19351.0,-0.14,-0.03,0.98,11.05,39.97,-34.9,44.26104042,26.00243004,105.8,0.0,66.7,0.990403958,0.41,54.20067712),
('2021-03-27 15:21:12.029372',101.56,25.16,-39.99,-0.43,0.37,-0.31,6.27,10912.0,1428.0,400.0,3.0,15216.0,19350.0,-0.14,-0.03,0.98,11.66,39.81,-32.9,44.26104027,26.0024302,105.8,0.0,66.7,0.990403958,0.6464518544,52.9452708),
('2021-03-27 15:21:14.174494',101.56,25.18,-39.71,-0.24,0.24,-0.49,6.27,10904.0,1428.0,400.0,6.0,15219.0,19354.0,-0.14,-0.03,0.98,11.05,39.99,-34.9,44.26104006,26.00243024,105.8,0.0,66.7,0.990403958,0.5960704656,54.21542769),
('2021-03-27 15:21:17.858765',101.56,25.05,-39.74,-0.43,0.43,-0.49,6.27,10918.0,1428.0,400.0,0.0,15232.0,19353.0,-0.14,-0.03,0.98,10.99,39.89,-33.6,44.26103984,26.0024302,105.8,0.0,66.7,0.990403958,0.7809609465,53.30058349),
('2021-03-27 15:21:21.623767',101.55,25.07,-39.8,-0.37,0.37,-0.24,6.27,10916.0,1428.0,400.0,3.0,15228.0,19359.0,-0.14,-0.03,0.98,10.74,40.84,-32.9,44.26103938999999,26.002430129999997,105.8,0.0,66.7,0.990403958,0.5756735186,53.53188956),
('2021-03-27 15:21:23.739090',101.56,25.11,-39.85,-0.37,0.37,-0.37,6.26,10907.0,1425.0,400.0,3.0,15229.0,19357.0,-0.14,-0.03,0.98,10.24,40.19,-33.1,44.26103916,26.002430129999997,105.8,0.0,66.7,0.990403958,0.6408587988,53.06320477),
('2021-03-27 15:21:25.848972',101.56,24.99,-39.69,-0.43,0.37,-0.37,6.26,10911.0,1428.0,400.0,4.0,15216.0,19355.0,-0.14,-0.03,0.98,10.45,40.08,-33.7,44.26103903,26.00243011,105.8,0.0,66.7,0.990403958,0.6772739475,53.39755519),
('2021-03-27 15:21:27.928599',101.56,25.16,-39.82,-0.49,0.37,-0.24,6.25,10874.0,1423.0,400.0,2.0,15218.0,19357.0,-0.14,-0.03,0.98,11.17,40.23,-32.4,44.261038879999994,26.00243008,105.8,0.0,66.7,0.990403958,0.659241989,52.84866886),
('2021-03-27 15:21:30.013507',101.56,25.11,-39.69,-0.31,0.24,-0.37,6.25,10891.0,1424.0,400.0,8.0,15214.0,19354.0,-0.14,-0.03,0.98,9.92,40.01,-34.1,44.261038740000004,26.00243004,105.8,0.0,66.7,0.990403958,0.5390732789,53.49781771),
('2021-03-27 15:21:36.094009',101.55,25.13,-39.75,-0.43,0.37,-0.43,6.25,10874.0,1423.0,400.0,7.0,15218.0,19357.0,-0.14,-0.03,0.98,10.46,40.05,-34.4,44.26103852,26.002430020000002,105.7,0.0,66.7,0.990403958,0.7118286311,53.82168801),
('2021-03-27 15:21:41.449098',101.56,24.96,-39.8,-0.31,0.49,-0.12,6.27,10909.0,1427.0,400.0,3.0,15225.0,19357.0,-0.14,-0.03,0.97,10.94,39.94,-32.2,44.26103852999999,26.00243019,105.6,0.0,66.7,0.9805100713,0.5921148537,52.45690803),
('2021-03-27 15:21:43.589442',101.56,24.85,-39.61,-0.43,0.49,-0.24,6.26,10884.0,1425.0,400.0,0.0,15238.0,19363.0,-0.14,-0.03,0.97,11.04,39.62,-33.2,44.261038500000005,26.0024303,105.6,0.0,66.7,0.9805100713,0.6946941773,52.85703359),
('2021-03-27 15:21:46.449771',101.56,24.79,-39.68,-0.43,0.24,-0.31,6.26,10895.0,1425.0,400.0,0.0,15240.0,19365.0,-0.14,-0.03,0.97,11.16,39.62,-34.3,44.261038479999996,26.002430370000003,105.6,0.0,66.7,0.9805100713,0.581893461,53.57966032),
('2021-03-27 15:21:49.334620',101.56,24.62,-39.69,-0.67,0.12,-0.24,6.25,10882.0,1424.0,400.0,2.0,15249.0,19369.0,-0.14,-0.04,0.96,11.06,40.17,-34.0,44.26103843,26.00243046,105.6,0.0,66.7,0.9709788875,0.721734023,53.776877),
('2021-03-27 15:21:51.443594',101.54,24.53,-39.53,-0.55,0.49,-0.43,6.24,10881.0,1422.0,400.0,0.0,15262.0,19385.0,-0.14,-0.04,0.97,10.84,40.01,-34.3,44.261038369999994,26.00243051,105.6,0.0,66.7,0.9808669635,0.8529361055,53.80330566),
('2021-03-27 15:21:55.228756',101.56,24.44,-39.63,-0.55,0.18,-0.49,6.25,10878.0,1423.0,400.0,0.0,15273.0,19375.0,-0.15,-0.03,0.97,10.94,39.67,-34.2,44.26103825999999,26.002430559999997,105.6,0.0,66.7,0.98198778,0.7582875444,53.50731258),
('2021-03-27 15:21:57.314670',101.56,24.27,-39.49,-0.67,0.31,0.0,6.24,10868.0,1421.0,400.0,0.0,15287.0,19391.0,-0.14,-0.03,0.97,10.82,39.92,-33.6,44.26103811,26.00243054,105.6,0.0,66.7,0.9805100713,0.738241153,53.28826137),
('2021-03-27 15:21:59.398888',101.56,24.03,-39.58,-0.55,0.43,-0.37,6.24,10871.0,1422.0,400.0,0.0,15299.0,19398.0,-0.14,-0.03,0.96,10.95,39.79,-34.3,44.26103801,26.00243053,105.5,0.0,66.7,0.9706183596,0.7901265721,53.66224557),
('2021-03-27 15:22:01.494449',101.56,23.73,-39.61,-0.49,0.37,-0.37,6.22,10873.0,1418.0,400.0,0.0,15321.0,19404.0,-0.14,-0.03,0.97,10.8,39.72,-32.9,44.26103801,26.00243059,105.5,0.0,66.7,0.9805100713,0.7168681887,52.69467146),
('2021-03-27 15:22:03.603769',101.56,23.71,-39.38,-0.55,0.31,-0.37,6.23,10875.0,1420.0,400.0,0.0,15316.0,19415.0,-0.14,-0.03,0.97,11.05,39.64,-33.4,44.26103796,26.00243066,105.5,0.0,66.7,0.9805100713,0.7317786551,52.99992547),
('2021-03-27 15:22:05.718777',101.56,23.67,-39.32,-0.49,0.18,-0.18,6.23,10874.0,1420.0,400.0,0.0,15321.0,19425.0,-0.14,-0.03,0.97,11.32,39.21,-34.7,44.26103792,26.0024307,105.5,0.0,66.7,0.9805100713,0.5521775077,53.5691749),
('2021-03-27 15:22:08.914214',101.57,23.45,-39.4,-0.55,0.31,-0.37,6.23,10866.0,1419.0,400.0,0.0,15317.0,19422.0,-0.14,-0.03,0.97,11.07,38.88,-34.5,44.26103788,26.002430760000003,105.5,0.0,66.7,0.9805100713,0.7317786551,53.14554826),
('2021-03-27 15:22:11.064307',101.57,23.5,-39.35,-0.49,0.18,-0.31,6.24,10875.0,1421.0,400.0,0.0,15310.0,19433.0,-0.14,-0.03,0.98,11.21,39.34,-32.4,44.26103787,26.0024309,105.5,0.0,66.7,0.990403958,0.6071243695,52.18294453),
('2021-03-27 15:22:13.193920',101.56,23.6,-39.26,-0.49,0.31,-0.43,6.22,10853.0,1417.0,400.0,0.0,15302.0,19428.0,-0.14,-0.03,0.97,10.85,39.76,-33.7,44.26103796,26.00243102,105.5,0.0,66.7,0.9805100713,0.7218725649,53.23786341),
